Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
12501	England's Michaelangelo	A Biography of George Frederic Watts	"Blunt, Wilfred"	Columbus Books	1989	0 86287 873 X	Biography	Frederic Watts	WAT	BLU		921	WAT	BLU				
14225	Iron John	A Book about Men	"Bly, Robert"	Addison-Wesley	1990	0-201-51720-5			392	BLY		305.3	BLY					
14457	"Maiden King, The"	The Reunion of Masculine and Feminine	"Bly, Robert & Woodman, Marion"	Element	1998	1-86204-576-3			150	BLY		305.3	BLY					
14094	"Love of Minute Particulars, A"	Poems by Robert Bly with an introduction by Martin Booth	"Bly, Robert"	Sceptre Press Ltd.	1985	0 7068 0519 4			811	BLY		811	BLY					
14087	Meditations on the Insatiable Soul		"Bly, Robert"	Weatherlight Press	1997	0-9522798-2-7			811	BLY		811	BLY					
16079	Morning Poems		"Bly, Robert"	Weatherlight	2000	0-9522798-4-3			811	BLY		811	BLY					
14102	What Have I Ever Lost By Dying?		"Bly, Robert"	Weatherlight Press	1994	0-9522798-0-0			811	BLY		811	BLY					
10895	Sarada-Tilaka Tantram		Board of Scholars (Trans)	Sri Satguru Publications - Delhi	1988	81-7030-175-4	Religion	Other Religions - Brahmanism & Related	294	BOA		294.5	BOA					
15111	Greek Sculpture	The Archaic Period	"Boardman, John"	Thames & Hudson	1978				733	BOA		733	BOA					
14234	"Classical World, The Oxford History Of The "		"Boardman, John et al (Ed)"	Oxford University Press	1995	0-19-285236-1			937	OXF		930	BOA					
15387	"Troubadour Revival, The"	A Study of Social Change and Traditionalism in Late Medieval Spain	"Boase, Roger"	Routledge & Kegan Paul	1978	0-7100-8956-2			946	BOA		301	BOA					
12353	Ivan the Terrible		"Bobrick, Benson"	Canongate	1987	0 86241 288 9	Biography	Ivan the Terrible	IVA	Bob		921	IVA	BOB				
14393	Archetypal Patterns in Poetry	Psychological Studies of Imagination	"Bodkin, Maud"	Oxford University Press	1963				150	BOD		808.1	BOD					
12239	Archetypal Patterns in Poetry	Psychological Studies of Imagination	"Bodkin, Maud"	Random House - New York	1961		Literature	Literature - Philosophy & Theory	801	BOD		808.1	BOD					
12676	"Approach to Painting, The"		"Bodkin, Thomas"	Collins	1945		The Arts	Techniques - Equipment - Forms	751	BOD		751	BOD					
10348	"Loom of Language, The"	A Guide to Foreign Languages for the Home Student	"Bodmer, Frederick"	George Allen & Unwin Ltd. - London	1943		Language	Language - Philosophy & Theory	401	BOD		407	BOD					
14170	"Aurora, The"	"That is, the Day, Spring or the Dawning of the Day in the Orient -  translated from the German"	"Boehme, Jakob"	Sure Fire Press	1992	1-55818-181-4			149.3	BOE		248	BOE					
10592	Dialogues on the Supersensual Life		"Boehme, Jakob"	Frederick Ungar Publishing Co. - New York			Religion	Religion - Essays & Lectures	204	BOE		200.1	BOE					
10591	Six Theosophic Points and Other Writings		"Boehme, Jakob"	The University of Michigan Press	1958		Religion	Religion - Essays & Lectures	204	BOE		200.1	BOE					
16360	Signatura Rerum and Other Discourses		"Boehme, Jakob"	J.M.Dent & Sons					204	BOE		200.1	BOE					
15920	Jacob Boehme	Essential Readings - Waterfield - Robin (ed.)	"Boehme, Jakob"	The Aquarian Press / Crucible	1989	1-85274-041-8			230	BOE		230	BOE					
16434	"Consolation of Philosophy, The"	translated by V.E.Watts	Boethius	Penguin	1969				189	BOE		100	BOE					
16506	"Consolation of Philosophy, The"	Translated by V.E. Watts	Boethius	The Folio Society	1998				189	BOE		100	BOE					
10715	"Romance of the Grail, The"	A Study of the Structure and Genesis of a Thirteenth-Century Arthurian Prose Romance	"Bogdanow, Fanni"	Barnes & Noble Inc. - New York	1966		Literature	English Literature - English Miscellany	828	BOG		398	BOG					
11247	Women Troubadours		"Bogin, Meg"	Paddington Press Ltd - New York	1976	0 8467 0113 8	Literature	Literature - History & Criticism	809	BOG		849	BOG					
10168	Wholeness and the Implicate Order		"Bohm, David"	Routledge & Kegan Paul - London	1982	0-7100-0971-2	Pure Science	Pure Science - Philosophy & Theory	501	BOH		530	BOH					
14820	Early Daoist Scriptures		"Bokenkamp, Stephen R"	University of California Press	1997	0-520-203224-4			299	BOK		299	BOK					
10167	Man: The Fallen Ape	A Startlingly Original New Theory of Humanity's Origins and Evolution	"Bokun, Branko"	Sphere Books Ltd. - London	1979	0 349 10338 0	Pure Science	Anthropology & Biology - Anthropology	572	BOK		573.2	BOK					
16019	"Contemporary Irish Fiction, The New Picador Book of"		"Bolger, Dermot"	Picador	2000	0-330-37216-5			891.6	BOL		891.6	BOL					
14765	"Burial of the Count of Orgaz, The"	Message and Technique	"Bolonio, Felipe Rodriguez"	Ediciones Savir - S.A.	1986	84-85278-40-2			753	BOL		759.6	BOL					
10931	Secret Powers of Plants		"Bolton, Brett L"	Sphere Books Ltd. - London	1975	0 349 10342 9	Philosophy	Branches of Psychology - Occult Sciences	133	BOL		581	BOL					
11312	"Chinese, The"		"Bonavia, David"	Penguin Books	1982	0 1402 2394 0	Social Sciences	Social Sciences - Sociology	301	BON		951	BON					
14321	"Cost of Discipleship, The"		"Bonhoeffer,  Dietrich"	SCM Press	1959				244	BON		240	BON					
14312	In the Shadow's Light	translated from the french by John Naughton	"Bonnefoy, Yves"	The University of Chicago Press	1991	0-226-06447-6			841	BON		841	BON					
14619	"Seekers, The"	The Story of Man's Continuing Quest to Understand his World	"Boorstin, Daniel J"	Random House	1998	0-679-43445-3			109	BOO		109	BOO					
11213	"Original Jesus, The"		"Borchert, Otto"	The Lutterworth Press - London	1936		Religion	Doctrinal Theology - Jesus Christ	213.2	BOR		232	BOR					
11834	"Three Rings, The"	The History of the Spanish Jews	"Borchsenius, Poul"	George Allen & Unwin Ltd. - London	1963		History	Europe - Spain & Portugal	946	BOR		946	BOR					
16000	Selected Poems	in English and Spanish	"Borges, Jorge Luis"	Penguin	1999				861	BOR		861	BOR					
10930	Life in the World Unseen		"Borgia, Anthony"	Odhams Press Ltd. - London	1955		Philosophy	Branches of Psychology - Occult Sciences	133	BOR		133	BOR					
11675	"New Nuns, The"		"Borromeo, M Charles (Sister)"	Sheed and Ward - London	1968	7220 0546 6	Religion	Christian Churches & Sects - Roman Catholic Church	218.2	BOR		271	BOR					
15945	"Bible in Spain, The"		"Borrow, George"	The Beacon Library					946	BOR		910.4	BOR					
16382	"Bible in Spain, The"		"Borrow, George"	J. M. Dent & Sons					946	BOR		910.4	BOR					
	Lavengro		"Borrow, George"	JM Dent & Sons	1948							823	BOR					
10232	Psychology of the Moral Self		"Bosanquet, B"	Macmillan and Co. Ltd. - London	1897		Philosophy	Branches of Psychology	130	BOS		170	BOS					
14882	Hymns From the Vedas		"Bose, Abinash Chandra"	Asia Publishing House	1966				294.591	BOS		294.5	BOS					
12441	"Lost Hero, The"	A Biography of Subhas Bose	"Bose, Mihir"	Quartet	1982	0 7043 0051 6	Biography	Subhas Bose	BOS	BOS		921	BOS	BOS				
10827	"Psychiatrist Discovers India, A"		"Boss, Medard"	Oswald Wolff - London	1965		Philosophy	Branches of Psychology	130	BOS		915.4	BOS					
13473	Journal of a Tour to the Hebrides With Samuel Johnson		"Boswell, James"	J. M. Dent & Sons	1931				910	JOH		910.4	BOS					
13465	"Life of Samuel Johnson, The"	Volume 1	"Boswell, James"	J. M. Dent & Sons	1952				920	JOH		921	JOH	BOS				
13466	"Life of Samuel Johnson, The"	Volume 2	"Boswell, James"	J. M. Dent & Sons	1951				920	JOH		921	JOH	BOS				
13299	Boswell's London Journal 1762 - 1763		"Boswell, James"	William Heinemann	1950		Biography	Boswell	BOSW	BOS		921	BOS	BOS				
12386	"Life of Samuel Johnson, The"		"Boswell, James"	Penguin	1979	0 14 043116 0	Biography	Dr. Samuel Johnson	JOH	Bos		921	JOH	BOS				
10441	Alfred Adler	Apostle of Freedom	"Bottome, Phyllis"	Faber and Faber Ltd. - London	1939		Biography	Alfred Adler	ADL	BOT		921	ADL	BOT				
14149	"Consolations of Philosophy, The"		"Botton, Alain de"	Penguin	2001				104	BOT		101	BOT					
13888	Songs of Innocence and Experience:  A Casebook	A Selection of Critical Essays	"Bottrall, Margaret (Ed)"	The Macmillan Press	1970				824	BLA		821.09	BOT					
13584	Gauguin		"Boudaille, Georges"	Thames and Hudson	1964				709	GAU		759	BOU					
11098	Comparative Religion	A Short Outline	"Bouquet, A C"	Penguin Books	1962		Religion	Other Religions - Comparative Religion	291	BOU		291	BOU					
11099	Sacred Books of the World		"Bouquet, A C"	Penguin Books	1954		Religion	Other Religions - Comparative Religion	291	BOU		291	BOU					
15744	Ravenna		"Bovini, Giuseppe"	Longo Press	1981				945	RAV		709	BOV					
12745	Boswell's London		"Boswell, James"	Wildwood House	1978	0 7045 0259 3	The Arts	Drawing & Decorative Arts - Drawing	741	BOS		741	BOS					
12479	Michael Tippett		"Bowen, Meirion"	Robson Books	1982	0 86051 137 5	biography	Michael Tippett	TIP	BOW		921	TIP	BOW				
13671	Blood Money	"The Swiss,  the Nazis and the Looted Billions"	"Bower, Tom"	Macmillan	1997	0 333 715179			943	BOW		940.5	BOW					
16409	Julian The Apostate		"Bowersock, G W"	Gerald Duckworth & Co	1978	0-7156-1262-x			272	BOW		937	BOW					
15479	Schelling and Modern European Philosophy	An Introduction	"Bowie, Andrew"	Routledge	1993	0-415-10347-9			193	SCH		193	BOW					
13293	Worlds of Faith	Religious Belief and Practice in Britain Today	"Bowker, John"	BBC	1983	56320197	Religion	Comparative Religion	291.094	BOW		291	BOW					
12936	Henry VIII	A Biography	"Bowle, John"	Allen & Unwin	1965		Geography & History	General History of Europe - British Isles	941	BOW		921	HEN	BOW				
11999	Henry VIII	A Biography	"Bowle, John"	George Allen & Unwin Ltd. - London	1965		History	Europe - England	942	BOW		921	HEN	BOW				
14917	Collected Stories 1939 - 1976		"Bowles, Paul"	Black Sparrow Press	1989	0-87685-396-3			813	BOW		813	BOW					
14635	Let It Come Down		"Bowles, Paul"	Black Sparrow Press	1989	0-87685-479-X			813	BOW		813	BOW					
11633	Japanese Rainmaking	And Other Folk Practices	"Bownas, Geoffrey"	George Allen & Unwin Ltd. - London	1963		Social Sciences	Customs & Folklore - Folklore	398	BOW		398	BOW					
14055	"Japanese Verse, The Penguin Book of"	With an introduction by Geoffrey Bownas	"Bownas, Geoffrey & Thwaite, Anthony"	Penguin	1964				895.6	PEN		895	BOW					
13996	"Book of Russian Verse, A"	Translated into English by various hands	"Bowra, C M (Ed)"	Macmillan and Co	1943				891	BOW		891.7	BOW					
11205	"Manichaean Hymn Cycles in Parthian, The"		"Boyce, Mary"	Oxford University Press	1954		Religion	Other Religions - Zoroastrianism & Related	295	BOY		299	BOY					
11288	Zoroastrians	Their Religious Beliefs and Practices	"Boyce, Mary"	Routledge & Kegan Paul			Religion	Other Religions - Zoroastrianism & Related	295	BOY		295	BOY					
10051	Spinoza's Ethics and on the Correction of the Understanding		"Boyle, Andrew (Trans)"	J. M. Dent & Sons Ltd. - London	1963		Philosophy	Ethics - Ethical Theories	171	BOY		171	BOY					
12411	Goethe	The Poet and the Age Volume I: The Poetry of Desire (1749-1790)	"Boyle, Nicholas"	Oxford University Press	1992	0 19 282981 5	Biography	Johann Wolfgang Goethe	GOE	Boy		921	GOE	BOY				
12412	Goethe	The Poet and the Age Volume I: The Poetry of Desire (1749-1790)	"Boyle, Nicholas"	Clarendon Press	1991	0 19 815866 1	Biography	Johann Wolfgang Goethe	GOE	Boy		921	GOE	BOY				
15504	Modernism	A Guide to European Literature 1890 - 1930	"Bradbury, Malcolm &  McFarlane, James  (Ed)"	Penguin	1976				802	BRA		809	BRA					
12262	"Private Sea,  LSD & The Search For God, The"		"Braden, William"	Bantam - USA	1968		Philosophy	Modern Philosophy	190	BRA		190	BRA					
14851	Shakespearean Tragedy	Lectures on Hamlet - Othello - King Lear - Macbeth	"Bradley, A C"	Macmillan and Co Ltd	1924				824	SHA		822.3	BRA					
11125	"Wisdom of the Gods, The"		"Bradley, Dennis H"	T. Werner Laurie Ltd. - London	1929		Philosophy	Branches of Psychology - Occult Sciences	133	BRA		133	BRA					
10081	Appearance and Reality	A Metaphysical Essay	"Bradley, F H"	George Allen & Company Ltd. - London	1908		Philosophy	Philosophical Topics - Idealism & Related Topics	141	BRA		110	BRA					
13240	Eight Major Religions In Britain		"Bradshaw, Jane"	Edward Arnold	1980	713102551	Religions	Comparative Religions	291.094	BRA		291	BRA					
12510	Boswell on the Grand Tour:	"Italy, Corsica and France 1765-1766"	"Brady, F & Pottle, F A (Ed)"	William Heinemann Ltd	1955		Biography	James Boswell	BOS	BRA		921	BOS	BRA				
12184	"Universe of Light, The"		"Bragg, William (Sir)"	G. Bell & Sons Ltd. - London	1933		Pure Science	Physics - Optics	535	BRA		535	BRA					
12578	Philosophy of Hindu Sadhana		"Nalinikanta, Brahma"	Motilal Banarsidass	1993	81 208 1066 X	Religion	Other Religions - Religions of Indic Origin	294.5	BRA		294.5	NAL					
15880	"Shelley, Godwin and Their Circle"		"Brailsford, H N "	Williams & Norgate					824	SHE		921	SHE	BRA				
15752	Oxford	The Golden Guide	"Brain, Ralph"						942	OXF		914.3	BRA					
12975	Art of the Pacific		"Brake, Brian; Mcneish, James & Simmons, David"	Oxford University Press	1979	0 19 558043 5	The Arts	The Arts	700	BRA		709	BRA					
12173	"Celestial Omnibus, The"		"Bramah, Ernest"	John Baker - London	1963		Literature	English Literature - English Fiction	823	BRA		823	BRA					
12178	Kai Lung's Golden Hours		"Bramah, Ernest"	Ballantine Books - New York	1972		Literature	English Literature - English Fiction	823	BRA		823	BRA					
12199	"Wallet of Kai Lung, The"		"Bramah, Ernest"	Penguin Books	1954		Literature	English Literature - English Fiction	823	BRA		823	BRA					
12358	Leonardo	The Artist and the Man	"Bramly, Serge"	Michael Joseph	1992	0 7181 3386 2	Biography	Leonardo da Vinci	LEO	Bra		921	LEA	BRA				
14155	"Essence of Things, The"		"Brancusi, Constantin"	Guggenheim Museum	2004	0-89207-309-8			735	BRA		730	BRA					
12533	"Passion of Ayn Rand, The"		"Branden, Barbara"	Anchor Books	1986	0 385 24388 X	Autobiography	Ayn Rand	RAN	BRA		921	RAN	BRA				
12445	Recollections of My Childhood and Youth		"Brandes, George"	Heinemann	1906		Autobiography	George Brandes	BRA	Bra		921	BRA	BRA				
13081	Psychic Philosophy	As a Foundation of a Religion of Natural Law	"Brath, Stanley de"	Rider and Co.	1908		Philosophy	Paranormal Phenomena - Parapsychology and Occultism	133	BRA		215	BRA		****			
11127	Psychical Research - Science and Religion		"Brath, Stanley de"	Methuen & Co. Ltd. - London	1925		Philosophy	Branches of Psychology - Occult Sciences	133	BRA		215	BRA		*****			
15708	Dreamworld Tibet : Western Illusions		"Brauen, Martin"	Orchid Press - Bangkok	2004	974-524-051-6			958	BRA		951.5	BRA					
12610	"Story of English Architecture, The"		"Braun, Hugh"	Faber & Faber			The Arts	Architecture	720	BRA		720	BRA					
15062	Homosexuality In Renaissance England		"Bray, Alan"	Gay Men's Press	1988	0-85449-095-7			301	BRA		306.7	BRA					
13344	Journey Into Consciousness	"The Chakras, Tantra and Jungian Psychology"	"Breaux, Charles"	Motilal Banarsidass	1989	8120814541	Indian Philosophy	Yoga	181.45	BRE		150.1	BRE					
12458	"Thundering Abbot, The"	Armand De Ranve: Reformer of La Trappe	"Bremond, Henri"	Sheed and Ward	1930		Biography	Armand De Rance	RAN	BRE		921	RAN	BRE				
	"Face of Spain, The"		"Brenan, Gerald"	Penguin	1987	0-14-009563-2						914.6	BRE					
	"Literature of the Spanish People, The"	From Roman Times to the Present Day	"Brenan, Gerald"	Penguin	1963							860	BRE					
14343	"Dark Valley, The"	A Panorama of the 1930's	"Brendon, Piers"	Jonathan Cape	2000	0-224-06038-4			940	BRE		940	BRE					
13162	Three Philosophical Novelists	"Gide, Joyce & Mann"	"Brennan, Joseph"	The Macmillan Co.	1964		Literature	Literary History & Criticism	809	BRE		809.3	BRA					
14015	Andre Breton:  Selected Poems	Translated by Kenneth White	"Breton, Andre"	Jonathan Cape	1969				841	BRE		841	BRE					
13012	Houses		"Brett, Lionel"	Penguin Books	1947		The Arts	Architecture - Residential & Related Buildings	728	BRE		728	BRE					
12143	Europe Since The Renaissance	Part Two: 1789-1914	"Brett, S Reed"	John Murray - London	1967		History	Europe	940	BRE		940	BRE					
15280	"Four Ages of Poetry, The"	Peacock's Four Ages of Poetry -  Shjelley's Defence of Poetry -  Browning's Essay on Shelley	"Brett-Smith, H F B"	Basil Blackwell	1972	0-631-000000-3			824	BRE		821.09	BRE					
10402	Studies on Hysteria		"Breuer, Josef & Freud, Sigmund"	Penguin Books	1980	0 1402 1737 1	Philosophy	General Psychology	150	BRE		157.3	BRE					
14330	"Pleasures of the Imagination, The"	English Culture in the Eighteenth Century	"Brewer, John"	HarperCollins	1997	000 255920 x			709	BRE		942	BRE					
14981	"God of Science, God of Faith"	A Study Guide	"Bridge, David (Ed)"	The Methodist Home Mission	1988	0-901015-01-6			287	BRI		287	BRI					
12121	Uttermost Part of the Earth		"Bridges, E Lucas"	Hodder & Stoughton - London	1951		History	Geography - Geography of South America	918	BRI		918	BRI					
11356	Testament Of Beauty	A Poem in Four Books	"Bridges, Robert"	Oxford University Press	1934		Literature	English Literature - English Poetry	821	BRI		821	BRI					
13817	"Poetical Works of Robert Bridges, The"	excluding the eight dramas	"Bridges, Robert"	Oxford University Press	1936				821	BRI		821	BRI					
14104	"Spirit of Man, The"	An anthology in English and French from the Philosopher and Poets	"Bridges, Robert (Ed)"	Longmans - Green and Co	1916				821	BRI		808.81	BRI					
